2025-11-16 10:22:48.831 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: graph_builder (general)
2025-11-16 10:22:48.832 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: document_processor (general)
2025-11-16 10:22:52.804 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: index_manager (general)
2025-11-16 10:22:52.806 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: query_processor (general)
2025-11-16 10:22:52.806 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: storage_manager (general)
2025-11-16 10:22:53.116 | INFO     | Core.Engine.GraphRAGEngine:process_documents:188 - 🚀 Starting document processing workflow
2025-11-16 10:23:09.532 | INFO     | Core.Common.Utils:prase_json_from_response:229 - JSON data successfully extracted.
2025-11-16 10:23:30.795 | INFO     | Core.Common.Utils:prase_json_from_response:229 - JSON data successfully extracted.
2025-11-16 10:23:47.305 | INFO     | Core.Common.Utils:prase_json_from_response:229 - JSON data successfully extracted.
2025-11-16 10:23:51.450 | ERROR    | Core.Common.Utils:prase_json_from_response:206 - JSON decoding failed: Invalid \escape: line 1 column 117 (char 116). Attempted string: {
  "named_entities": [
